pdf_name,page,sentence,lens,event_type,outcome,confidence,context_strength,source_weight,tags,entities
5adfc26b348c065e12ac3d58909f1bc2.pdf,1,The results demonstrate that incorporating quantum-chemical bonding descriptors not only improves predictive performance but also helps identify intuitive expressions for properties such as the projected force constant and lattice thermal conductivity via symbolic regression.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,4,"A high ranking of these descriptors, appear- ing in the top 20 according to the feature selector, is observed only for the cases of maximum of bond- projected force constants (max pfc), last phonon DOS peak (last ph peak), average Total/Peierls lattice thermal conductivity (log klat 300/ log kp 300), bulk/shear modulus (log k vrh/ log g vrh), and mean- squared displacement (log msd *).",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,7,"From the initial 5-fold CV results, we observe some reductions in mean absolute error (MAE) for some target properties when using the “MATMINER+LOBSTER” descriptor set, specifically for “last phonon dos peak (last ph peak)”, “max pfc”, “lattice thermal conductivity (log klat 300 and log kp 300)”, “bulk modulus (log k vrh)”, “shear modulus (log g vrh)” and “mean squared displacement (log msd all 300 and log msd all 600)”.",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,9,"a) Total lattice thermal conductivity at 300 K, log klat 300, from RF model shows a 2.85 % improvement with the larger feature set, and b) Maximum of bond-projected force constant, max pfc, from MODNet model shows a 19.5 % improvement.",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,10,"For lattice thermal conductivity at 300 K (log klat 300), descriptors derived from quantum-chemical bonding information have a considerable influence on model predictions, as indicated by SHAP and per- mutation feature importance (PFI) rankings from 5-fold CV models (see the GitHub Pages of the code repository).",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,10,"For the bulk modulus (log k vrh), shear modulus (log g vrh), and mean-squared displacements (log msd *), SHAP and permutation feature importance (PFI) scores (see the GitHub Pages of the code repository) from 5-fold CV models indicate that a similar set of quantum-chemical bonding descriptors, as observed for maximum of bond-projected force constants and lattice thermal conductivity, also con- tributes to predictions.",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,12,"There have been prior works focused on a particular set of materials, where the relationship between pFC and quantum-chemical bonding descriptors, namely ICOHPs, has been reported.[88, 83, 50] Li et al. [89] have linked the pFCs with weak bonding, leading to higher anharmonicity and lower lattice thermal conductivity.",building_physics,building_physics_performance,neutral,med,strong,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,12,"3.2.2 Lattice Thermal conductivity The average Peierls (kp) and total lattice thermal conductivities (klat) at 300 K are obtained from the partially published anharmonic phonon properties database for approximately 6000 inorganic materi- als.[91] Out of these structures, we have bonding descriptors computed for 3299 structures.",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,28,[28] Mohammad Ubaid et al. “Antibonding valence states induce low lattice thermal conductivity in metal halide semi- conductors”.,building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,29,[56] Jiangang He et al. “Accelerated discovery and design of ultralow lattice thermal conductivity materials using chemical bonding principles”.,building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,[78] Mohammed Al-Fahdi et al. “Accelerated discovery of extreme lattice thermal conductivity by crystal graph atten- tion networks and chemical bonding”.,building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,“High Lattice Thermal Conductivity Solids”.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,In: High Thermal Conductivity Materials.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,[80] Xinming Wang et al. “Identification of crystalline materials with ultra-low thermal conductivity based on machine learning study”.,building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,"[89] Yiran Li et al. “Theoretical exploration of the abnormal trend in lattice thermal conductivity for monosilicates RE2SiO5 (RE= Dy, Ho, Er, Tm, Yb and Lu)”.",building_physics,building_physics_performance,neutral,med,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,8,The dew point temperature is obtained d'eau.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""dew point"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,"Standard Deviation (Dew Point L'écart type (température du point de Temperature) gives an indication of the year- rosée) donne une idée de la variabilité annuelle to-year variability of the average dew point de la température moyenne du point de rosée à temperature, at the selected hour, for each l'heure choisie et pour chaque mois.",building_physics,building_physics_performance,neutral,low,moderate,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""dew point"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,Relative Humidity is the ratio of the actual L'humidité relative est le rapport entre la amount of water vapour present in a given quantité réelle de vapeur d'eau présente dans parcel of air to the maximum amount that the une particule d'air donnée et la quantité parcel is capable of holding at a given tempera- maximale que cette particule peut contenir à ture and pressure.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,The relative humidity is température et pression données.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,"When a parcel of air is température, même si la quantité réelle de heated, without the addition or removal of vapeur d'eau présente dans une particulé d'air water vapour, the relative humidity decreases reste constante.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,"Quand on chauffe une and conversely, if the parcel is cooled under particule d'air sans y ajouter ni en retirer de the same conditions, the relative humidity vapeur d'eau, l'humidité relative décroît et, increases.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,"inversement, si l'on refroidit cette particule dans les mêmes conditions, l'humidité relative The closer the dew point temperature is to s'accroît.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""dew point"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,9,"the dry bulb temperature, the higher the relative moisture content of the air.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,10,Le rapport entre la tension de vapour pressure is another way of defining the vapeur réelle et la tension de vapeur saturante relative humidity of an air mass.,building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,10,"des molécules omniprésentes de vapeur Relative humidity, vapour pressure, and invisible.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,10,"dew point temperature are a few terms used in L'humidité relative, la tension de vapeur et meteorology to help quantify atmospheric la température du point de rosée sont quelques moisture.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""dew point"", ""entity_variant"": ""metric"", ""role"": ""measurement""}, {""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,10,"À proprement parler, l'humidité humidities do tend to be higher in winter than relative tend effectivement à être plus élevée in summer while absolute humidities (actual en hiver qu'en été, tandis que dans le cas de moisture content) are usually the opposite.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,11,"Par exemple, il est Because air temperatures are usually lower bien établi que l'humidité relative tend à être overnight the moisture-holding capacity of the plus élevée pendant la nuit et aux premières air is reduced during the pre-dawn period.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,11,"Comme la température de result, the moisture content relative to the l'air est habituellement plus basse pendant la maximum possible at a g iven temperature, that nuit, sa capacité hygrométrique est réduite is, the relative humidity, is higher.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}, {""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,11,"Il afternoon, when the air is lower, again, because s'ensuit que, par rapport au maximum possible relative humidity is lower, again, because à une température donnée, le contenu en warm air is capable of holding more moisture vapeur d'eau c'est-à-dire l'humidité relative est than cold air.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""relative humidity"", ""entity_variant"": ""metric"", ""role"": ""measurement""}, {""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
651d057955a5c730db38440bf8070a4c.pdf,11,"Souvent, dans l'après-midi, l'air étant réchauffé, l'humidité relative diminue, là It becomes apparent why we have encore, parce que l'air chaud peut contenir situations in which the actual moisture content plus de vapeur d'eau que l'air froid.",building_physics,building_physics_performance,neutral,low,weak,0.90,building_physics_performance,"[{""entity_type"": ""physics_metric"", ""entity_name"": ""moisture"", ""entity_variant"": ""metric"", ""role"": ""measurement""}]"
